Time (minutes),TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance,Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
576,39,54.7,55.8,46.5,47,80.09,80.8,92.12,93.5,89.64,69.38,53.08,54.95,81.47,16.81,137.2,-72.51,73.56,59.03,16.8,2.262,70.83,3.651,0.9629,162.5,215.2,6.9,3.5,40.3,35.3,97,118.1,12.1,44.1,3.8,122.2,25.5,82.8,82,79,43.03,15.02,6.586,20,0,115.7,112,135,100.6,12.7,8.6,60,74.58,100,41.53,42,56,32,59.33,82.03,68.03,61.34,17.78,60.25,92.55
578,39,56.38,56.8,48.1,48.2,81.32,82.2,93.97,94.6,89.93,69.99,54.72,56.51,85.74,27.38,135.1,-76.76,74.73,59.74,16.16,1.168,72.84,3.607,0.9746,162.7,216.5,7.5,3.9,40.8,35.8,98.5,121.1,11.9,45.3,4.5,125.5,27,85.2,85,81,34.14,11.33,6.406,20,0,115.7,112,136.5,100.1,12.3,8.5,60,30,100,36,42,56,48.02,59.41,77.61,69.14,118.9,36.12,7.786,90.74
580,39,55.11,54.5,47.03,46.4,82.34,82.2,95.24,95.3,90.38,68.47,53.82,54.95,87.67,33.03,148.9,-94.26,72.84,61.18,10.24,-1.417,74.53,3.436,1.023,163.2,216.3,5.5,3.4,40.8,35.8,98.7,121.6,10.7,44.3,3.7,127.1,28.1,86,87,83,22.4,7.267,6.228,20,0,115.7,111.8,135.5,98.9,13,8.2,60,30,100,36,42,56,48.16,59.41,75.72,62.79,59.21,48.61,68.67,96.12
582,39,53.39,53,45.27,44.8,82.18,81.8,95.44,95.5,90.5,67.7,52.26,53.4,90.04,33.54,154.8,-98.29,72.94,62.8,10.21,0.05893,75.66,3.39,1.037,162.9,215.5,4.3,3,40.3,35.3,98.5,121.1,10.2,43.2,3.1,126.6,28.1,86.6,89,85,15.55,4.912,6.052,20,0,116,111.8,136,99.9,13.5,8.4,60,30,100,36,42,56,48.29,59.41,75.64,61.19,57.53,49.61,66.89,96.82
584,39,52.08,51.7,43.92,43.2,81.97,81.8,95.44,95.3,90.5,67.08,51.03,52.17,91.36,33.51,158.8,-101,73.5,64.07,10.23,0.7972,76.53,3.377,1.041,162.8,216.1,3.2,3.4,40,35,98.7,121.6,10.9,42.4,2.4,126.3,27.6,87.3,90,86,13.73,4.275,5.964,20,0,116,111.8,137,101.2,13.5,8.5,60,30,100,36,42,56,48.42,59.46,75.64,60.13,56.3,49.7,64.2,97.13
586,39,51.06,50.8,42.69,42.2,81.68,81.3,95.32,95,90.42,66.47,49.97,51.15,92.42,33.22,162.4,-103.2,75.21,65.43,10.58,0.7958,77.59,3.408,1.032,162.7,215.7,3,4,39.2,34.3,99,122.1,11.4,40.9,1.7,125.7,27,87.6,91,87,17.08,5.257,5.877,20,0,116,112,137,102,13.5,8.6,60,30,100,36,42,56,48.56,59.46,75.56,59.02,55.2,49.51,66.4,97.14
588,39,50.16,50,41.87,41.4,81.27,81,94.87,94.6,90.05,65.94,49.11,50.33,92.3,32.72,163.8,-104.2,74.46,65.04,10.95,1.532,77.15,3.393,1.036,163,215.7,3,5.1,38.5,33.7,99.7,123.6,12.9,39.9,1.4,125.5,25.5,90.4,90,86,14.42,4.442,5.964,20,0,116.4,112,138,77.7,13.8,8.5,60,30,100,36,42,56,48.69,59.41,75.48,58.25,54.42,48.89,68.69,98.25
590,39,49.58,49.5,41.34,41,81.03,80.8,94.54,94.1,89.84,65.57,48.58,49.75,92.15,32.02,165.6,-105.5,74.81,65.67,10.68,1.546,76.79,3.425,1.027,163.7,217.8,2.7,5.6,38.5,33.7,99.7,123.6,12.9,39.2,0.9,124.5,24.8,90.1,90,86,15.83,4.887,5.964,20,0,116.4,112,135,100.8,13.3,8.5,60,30,100,36,42,56,42.83,59.46,75.72,57.55,53.89,47.25,70.02,98.77
592,39,49.26,49.3,41.05,40.9,80.95,80.7,94.33,93.9,89.84,65.4,48.25,49.47,90.75,30.44,165.7,-105.4,73.38,64.37,10.9,1.89,75.91,3.399,1.034,162.7,214.7,2.5,4.9,38.2,33.4,99.2,122.6,13.1,39.1,0.9,124.5,25,88.9,89,85,14.83,4.648,6.052,20,0,116.4,112,136,101.8,13.2,8.6,70,30,100,36,42,56,42.96,59.46,76.09,57.43,53.64,43.92,69.11,99.48
594,39,49.13,49.1,40.93,40.7,80.78,80.7,94.09,93.9,89.68,65.24,48.13,49.35,90.15,29.87,165.6,-105.3,73.2,64.21,10.87,1.886,75.59,3.405,1.033,162.6,214.1,2.7,5.1,38,33.2,99.2,122.1,13.2,39.4,1.2,124.5,25,88.7,89,85,15.98,5.041,6.052,20,0,116.4,111.8,134.5,100.5,13.4,8.4,70,30,100,36,42,56,43.09,59.41,76.25,57.35,53.52,42.57,68.2,99.56
596,39,49.05,49.1,40.93,40.7,80.66,80.5,94.01,93.7,89.56,65.24,48,49.26,90.45,30.16,164.8,-104.5,72.83,63.43,11.29,1.895,75.63,3.386,1.038,162.7,215.2,3,5.5,37.7,33,99.2,122.6,13,39.4,1.4,124.5,25.2,88.9,88,84,13.66,4.294,6.14,20,0,116.2,111.8,135,101.2,13.2,8.4,70,30,100,36,42,56,43.23,59.41,76.21,57.39,53.48,43.08,69.35,100.1
598,39,49.01,49.1,40.85,40.7,80.62,80.4,93.93,93.5,89.56,65.2,47.96,49.18,91.14,29.92,166.8,-105.6,73.22,63.82,10.93,1.529,75.71,3.4,1.034,164.4,215.3,2.7,5.5,38,33.2,99,122.1,13,39.4,1.7,124.5,25,88.6,88,84,12.73,3.972,6.14,20,0,116.2,111.8,135.5,101.7,13,8.4,70,30,100,36,42,56,38.36,59.41,76.25,57.35,53.48,42.63,67.84,101.5
600,39,49.01,49,40.81,40.5,80.54,80.5,93.84,93.5,89.48,65.12,47.92,49.14,90.21,29.61,165.2,-104.6,73.99,64.17,10.99,1.168,75.41,3.45,1.019,162.7,216.5,2.8,5.5,37.7,33,99,122.1,12.9,39.4,1.7,124.2,25.2,88.6,88,84,18.38,5.794,6.14,20,0,116,111.3,133,124.9,13,8.3,70,30,100,36,42,56,43.5,59.41,76.21,57.18,53.36,42.3,68.94,99.5
602,39,48.93,49,40.77,40.5,80.58,80.5,93.84,93.7,89.52,65.12,47.92,49.06,89.89,29.32,165.4,-104.8,73.45,64.39,10.23,1.165,75.17,3.435,1.023,162.6,215.9,2.9,5,37.6,32.9,98.7,121.6,12.7,39.4,1.8,124.2,25.3,89.2,89,85,17.35,5.488,6.052,20,0,116,111.6,133.5,100.3,13.3,8.5,70,30,100,36,42,56,43.63,59.46,76.34,57.18,53.36,41.69,64.15,99.32
604,39,49.01,49,40.85,40.7,80.54,80.4,93.8,93.5,89.48,65.12,47.92,49.14,90.63,29.56,166.4,-105.4,72.82,63.11,10.87,1.155,75.29,3.401,1.034,164,214.1,3.1,5.3,37.6,32.9,98.5,121.1,12.7,39.2,1.8,124.2,25.7,88.6,88,84,12.65,3.97,6.14,20,0,115.7,111.3,134.5,100.7,13.1,8.3,70,30,100,36,42,56,38.77,59.46,76.21,57.18,53.36,42.34,68.19,101.8
606,39,48.97,49.1,40.85,40.5,80.5,80.5,93.72,93.5,89.43,65.12,47.92,49.14,90.23,29.24,165.9,-105,72.92,63.51,10.94,1.53,75.25,3.407,1.032,163.8,215.5,3,5.5,37.7,33,98.7,122.1,13.1,39.4,1.7,124.2,25.5,89.1,88,84,14.37,4.531,6.14,20,0,116,111.3,136,102.2,13.1,8.4,70,30,100,36,42,56,43.9,59.41,76.25,57.1,53.31,41.68,69.37,101.1
608,40,48.97,49,40.85,40.7,80.62,82.7,93.76,93.7,89.43,65.12,47.88,49.06,89.4,29.43,165.4,-105.5,72.72,62.97,10.54,0.7922,72.51,3.526,0.9971,163.3,214.9,2.7,5.5,38,33.2,99.2,122.6,13.6,39.4,1.2,124.2,25.3,89.7,81,78,13.86,4.41,6.677,20,0,115.7,111.3,131,97,10.7,8.3,40,0,100,23,42,56,40,59.46,76.42,56.2,53.31,41.64,87.74,101.1
610,40,46.1,45.4,40.11,39.2,84.02,83.8,94.33,95,90.01,59.02,45.51,46.11,70.43,29.54,211.6,-170.7,53.31,48,5.374,0.05837,71.63,2.617,1.344,163.8,213.5,1.9,2.7,37.2,32.5,97.7,119.6,9.7,38.2,1,128.5,30.5,87.1,80,77,11.45,4.624,6.768,20,0,115.7,111.1,130.5,97.6,10.8,6.3,50,0,100,23,42,56,40,59.5,76.95,49.52,48.2,40.61,97.14,126.7
612,40,45.33,45.4,40.32,40.2,82.59,81.7,91.51,89.9,87.96,57.95,44.89,45.58,61.05,24.28,205.3,-168.5,44.94,41.05,6.154,2.263,54.08,2.922,1.203,164.2,215.3,2.8,3.3,37.6,32.9,93.2,110.7,6.7,39.6,1.9,126,33.1,77.3,61,59,-2.581,-1.202,8.534,20,0,116.2,111.3,133.5,99.2,8.6,5,50,0,100,23,42,56,40,59.5,75.68,49.03,47.54,36,99.01,131.4
614,40,45.29,45.3,40.36,40.1,80.78,80.5,89.5,88.9,86.16,57.21,44.81,45.46,59.66,22.88,198.1,-161.3,44.15,39.89,5.779,1.526,55.08,2.818,1.248,164.2,215,2.5,3.3,37.6,32.9,92.2,108.7,8.5,39.8,2.2,128.5,36.3,75.8,63,60,0.5269,0.2512,8.428,20,0,116,111.1,133,99,8.2,5.2,50,0,100,23,42,56,34,59.5,75.6,48.99,47.5,34.1,92.98,131.1
616,40,44.75,44.8,39.74,39.6,80.58,80.2,89.22,88.5,86,56.76,44.28,44.92,58.87,21.95,199.2,-162.3,44.91,40.65,5.783,1.527,52.6,3.002,1.171,163.6,215.1,1.6,2.2,38,33.2,90.5,105.2,6.5,39.2,1.4,127.4,37.2,72.5,59,57,3.52,1.701,8.75,20,0,116,111.1,131.5,97.2,8.3,5.2,50,0,100,23,42,56,29,59.54,75.6,48.54,47.01,32.8,90.56,130.2
618,40,44.71,44.8,39.78,39.8,80.37,80.4,88.89,88.5,85.87,56.68,44.24,44.92,57.82,20.48,198.2,-160.9,44.22,39.96,6.156,1.896,52.92,2.938,1.197,163,215.3,1.5,1.8,38.3,33.5,90.7,105.2,6.9,38.9,0.9,125.7,35,72,60,58,5.111,2.514,8.641,20,0,115.7,111.1,133,98.8,8.3,5,50,0,100,23,42,56,29,59.58,76.66,48.5,46.93,28.77,93.89,130.1
620,40,44.75,44.9,39.87,39.8,80.37,80.2,88.68,88.3,85.79,56.81,44.28,44.92,56.77,19.77,198,-161,43.86,39.6,5.789,1.529,52.06,2.962,1.187,164,215.4,1.8,2.4,38,33.2,90.7,105.7,6.5,39.1,0.9,125.5,35,72,59,57,6.654,3.334,8.75,20,0,115.7,111.1,132.5,98.3,8.1,5.1,50,0,100,23,42,56,29,59.62,76.91,48.5,46.97,27.44,90.65,131.2
622,40,44.75,44.8,39.87,39.8,80.29,80,88.48,88.2,85.75,56.68,44.32,44.96,55.92,18.64,198.5,-161.3,44.23,40.3,5.838,1.912,51.98,2.992,1.175,163.9,217.2,1.6,2,38.2,33.4,90.2,104.7,6.7,39.2,1.2,126.6,36.4,72.5,58,56,10.87,5.529,8.86,20,0,115.7,110.9,132,96.8,8,4.9,50,0,100,23,42,56,25,59.62,76.95,48.54,46.97,25.82,89.04,130.6
624,40,44.88,44.9,40.07,40.1,80.33,80.2,88.44,88.2,85.79,56.76,44.44,45.09,55.27,18.06,197.9,-160.7,42.93,39.05,5.763,1.888,51.97,2.904,1.211,163.7,214.4,1.9,2.3,38.2,33.4,90.5,105.2,7.2,39.6,1.6,127.1,36.6,72.3,58,56,8.564,4.407,8.86,20,0,115.6,110.9,132.5,97.8,8.2,4.8,50,0,100,23,42,56,29,59.66,77.28,48.66,47.09,24.6,87.89,131.4
626,40,45,45.1,40.23,40,80.29,80,88.4,88.2,85.63,56.85,44.56,45.21,55.12,18.84,195.7,-159.4,42.71,38.82,5.782,1.894,51.91,2.893,1.215,163.2,215.1,2,2.8,38.3,33.5,91,106.2,7.7,39.8,1.5,127.7,36.7,72.7,59,57,8.258,4.261,8.75,20,0,115.7,110.7,132,97.3,8,4.8,50,0,100,23,42,56,25,59.66,77.03,48.79,47.26,26.03,90.54,130.8
628,40,45.08,45.3,40.36,40.2,80.33,80.4,88.44,88.3,85.71,56.85,44.69,45.33,55.38,18.65,197.2,-160.5,42.12,38.62,5.753,2.25,51.96,2.851,1.233,164,214,1.9,2.4,38.2,33.5,91.2,106.7,7.9,39.9,1.6,127.9,36.7,72.3,59,57,5.354,2.75,8.75,20,0,115.6,110.9,131.5,97.3,8.1,5.1,50,0,100,23,42,56,29,59.7,77.16,48.87,47.34,25.64,90.08,131.9
630,40,45.16,45.4,40.4,40.2,80.33,80.2,88.48,88.2,85.67,56.89,44.69,45.37,55.22,19.06,195.1,-158.9,42.65,38.4,6.142,1.892,52.3,2.867,1.226,162.7,214.8,2,3,38.2,33.4,91.2,106.7,7.7,39.9,1.7,128.2,37,73.3,59,57,8.107,4.176,8.75,20,0,115.6,110.7,132,97.8,8,5.2,50,0,100,23,42,56,29,59.7,76.71,48.91,47.42,26.9,98.82,130.7
632,40,45.16,45.3,40.44,40.2,80.29,80,88.44,88.2,85.67,56.93,44.73,45.37,55.54,18.89,195.9,-159.3,42.37,38.47,5.787,1.896,52.29,2.849,1.234,163.6,215.3,2,3,38.2,33.4,91.2,106.7,7.9,39.9,1.7,128.5,37,72.8,59,57,5.984,3.065,8.75,20,0,115.6,110.7,132,98,8,5.1,50,0,100,23,42,56,25,59.74,76.83,48.95,47.42,26.53,90.62,131.5
634,40,45.2,45.4,40.44,40.2,80.33,80.4,88.44,88.2,85.67,56.93,44.73,45.37,55.55,18.99,197,-160.4,42.51,38.27,5.757,1.521,52.26,2.86,1.229,164.5,214.1,2.2,3.3,38.2,33.4,91.5,107.2,7.7,39.9,1.6,128.5,37,72.8,59,57,6.393,3.273,8.75,20,0,115.3,110.7,132,97.7,8,5.1,50,0,100,23,42,56,29,59.78,76.83,48.99,47.42,26.74,87.8,132.5
636,40,45.2,45.4,40.44,40.2,80.29,80.2,88.44,88,85.67,56.93,44.77,45.41,55.59,18.91,196.1,-159.4,42.67,38.78,5.778,1.893,52.31,2.868,1.226,163.8,214.9,2.2,3,38.2,33.4,91,106.2,7.8,39.9,1.9,128.5,37.5,72.8,59,57,6.879,3.52,8.75,20,0,115.3,110.7,131.5,97.2,7.8,5.2,50,0,100,23,42,56,29,59.82,76.75,49.07,47.42,26.81,83.76,131.4
638,40,45.2,45.1,40.44,40.4,80.33,81.8,88.4,88.3,85.59,56.93,44.73,45.37,54.76,19.09,194.6,-158.9,42.7,38.44,5.783,1.528,52.07,2.883,1.219,163,215.1,2,3.7,38.2,33.4,92,108.2,8.5,39.9,1.7,128.5,36.5,75.3,58,56,9.655,5.015,8.86,20,0,115.3,110.5,132,97.3,6.1,4.9,20,0,100,8,42,56,36,59.82,76.66,48.54,47.46,27.21,128.2,130.8
640,40,42.66,42.5,39.78,39.9,83.24,82.8,89.09,87.8,86.28,51.73,42.39,42.88,40.09,19.26,236.6,-215.8,25.71,23.3,4.295,1.886,41.45,2.181,1.612,164.4,214.2,1.2,0.3,38.9,33.8,88.6,101.8,2.8,39.9,1.3,133.5,44.9,67.3,48,46,-9.117,-6.469,10.06,20,0,115.3,110.7,132,97,5.1,2.7,20,0,100,8,42,56,36,59.78,75.52,44.45,44.14,29.37,103.1,148.2
642,40,42.46,42.4,39.74,39.6,81.07,80.5,86.51,85.6,83.78,50.79,42.23,42.67,37.1,18.6,224.9,-206.4,24.19,22.15,3.922,1.881,39.72,2.141,1.642,163.5,213.7,1.2,0.1,38.6,33.8,85.7,96.8,0.3,39.8,1.2,138.4,52.4,63,46,44,-5.647,-4.329,10.32,20,0,115.3,110.7,130.5,96,5.1,2.6,20,0,100,8,42,56,30,59.78,74.25,44,43.61,30.86,94.12,147.4
644,40,42.5,42.5,39.99,40.1,80.13,79.9,84.92,84.7,82.92,50.34,42.31,42.75,32.59,13.56,221.8,-202.8,22.49,20.81,3.942,2.259,38.23,2.068,1.7,163.3,214.8,0.9,0.5,39.2,34.3,85.2,95.8,0.4,40.1,1,141.3,56.4,60.6,44,42,2.711,2.366,10.6,20,0,115.7,110.9,130,94.7,4.7,2.4,20,0,100,8,42,56,21,59.82,76.3,44,43.61,19.76,94.62,148
646,40,42.66,42.7,40.23,40.1,79.96,79.9,84.71,84.7,82.88,50.42,42.6,42.96,32.29,12.44,220.8,-201,21.63,21.05,3.191,2.61,38.26,1.988,1.769,163.2,213.6,0.9,0.5,39.2,34.3,85.2,95.8,1.2,40.2,1,142.6,57.4,61.3,44,42,0.7743,0.6819,10.6,20,0,116,111.3,130.5,96.2,4.7,2.6,20,0,100,8,42,56,21,59.82,76.91,44.2,43.77,17.47,76.58,147.7
648,40,42.66,42.7,40.15,40.1,80.13,79.9,84.96,84.7,82.92,50.38,42.52,42.92,32.69,13.77,220.3,-201.4,22.39,21.08,3.56,2.248,38.81,2.029,1.733,162.5,213.9,0.8,0.8,39.1,34.2,85.5,96.3,1.5,40.2,1.3,143.2,57.1,62.3,45,43,2.577,2.241,10.46,20,0,116.7,111.3,131,95.5,4.8,2.6,20,0,100,8,42,56,21,59.86,76.83,44.24,43.77,19.48,85.43,146.9
650,40,42.58,42.7,40.15,40.1,80.09,79.9,84.84,84.7,82.88,50.38,42.44,42.84,32.35,13.3,221.5,-202.5,21.82,20.5,3.587,2.265,38.57,1.989,1.768,163.5,215.5,1.3,1,38.6,33.8,85.7,96.8,2.5,40.4,1.8,143.2,57.3,62.5,44,42,1.54,1.354,10.6,20,0,117.1,112,129.5,94.2,4.7,2.8,20,0,100,8,42,56,21,59.95,76.66,44.12,43.73,19.09,86.08,148.4
652,40,42.71,42.7,40.32,40.1,80.09,79.9,84.75,84.5,82.92,50.38,42.6,42.96,31.92,12.51,222.7,-203.3,21.44,20.49,3.218,2.264,38.54,1.956,1.797,164.2,215.4,1.3,0.8,38.9,34,85.5,96.3,3,40.4,1.5,144,58.5,62.5,44,42,1.708,1.522,10.6,20,0,117.1,112.4,131.5,96.5,4.5,2.5,20,0,100,8,42,56,21,59.95,76.87,44.24,43.82,17.74,77.22,149.1
654,40,42.87,42.9,40.44,40.4,80.17,80.2,84.84,84.7,82.97,50.5,42.72,43.08,31.76,12.73,221,-202,21.62,20.31,3.189,1.88,38.66,1.966,1.789,163.4,213.5,1.3,1.3,38.9,34,86,97.3,3.8,40.5,1.6,144.7,58.7,63.3,45,43,3.005,2.691,10.46,20,0,117.8,112.7,131,95.9,4.5,2.7,20,0,100,8,42,56,25,59.95,77.03,44.37,43.9,17.88,76.53,148.3
656,40,42.91,42.9,40.48,40.4,80.13,79.9,84.88,84.7,82.92,50.54,42.8,43.2,32.31,13.28,220.4,-201.4,21.74,20.79,3.573,2.623,38.69,1.976,1.78,163.3,214.7,1.9,1,38.5,33.7,85.7,96.8,3.3,40.7,2.1,145.1,59.2,62.5,45,43,1.524,1.342,10.46,20,0,118.1,113.1,131,95.7,4.7,2.5,20,0,100,8,42,56,21,59.95,76.75,44.45,43.98,18.98,85.76,147.9
658,40,42.95,43,40.52,40.4,80.17,80.2,84.92,84.9,82.92,50.62,42.85,43.2,32.49,13.64,221,-202.2,21.77,20.82,3.211,2.26,39.17,1.954,1.799,164.2,215,1.6,0.8,38.6,33.8,85.7,96.8,3.7,40.7,1.8,144.7,59,63.3,45,43,1.477,1.293,10.46,20,0,118.5,113.3,131.5,95.4,4.7,2.5,20,0,100,8,42,56,25,59.95,76.62,44.45,44.02,19.62,77.07,148.8
660,40,42.87,42.9,40.44,40.2,80.17,80.2,85,84.8,82.97,50.54,42.76,43.12,33.2,13.98,222.9,-203.7,21.62,20.67,3.189,2.244,39.34,1.932,1.82,165,213.5,1.3,0.7,38.9,34,85.5,96.3,3.2,40.5,1.6,143.6,58.1,62.8,45,43,-1.374,-1.177,10.46,20,0,118.8,113.3,131,95.7,4.8,2.7,20,0,100,8,42,56,25,59.99,76.34,44.41,43.94,20.52,76.53,149.7
662,40,42.75,42.7,40.19,40.1,80.17,80,85.04,84.8,83.01,50.46,42.6,43,33.41,13.95,223.3,-203.8,22.91,21.59,3.585,2.264,39.33,2.048,1.717,164.6,215.3,1.2,0.7,39.1,34.2,85.5,96.3,2.9,40.4,1.5,142.6,57.5,63,45,43,2.397,2.04,10.46,20,0,119.2,113.6,132,97,4.8,2.6,20,0,100,8,42,56,21,59.99,76.34,44.28,43.86,20.48,86.03,148.7
664,40,42.62,42.7,40.11,39.9,80.21,80.4,85.12,84.9,83.01,50.38,42.48,42.84,33.54,14.45,222.8,-203.7,22.59,21.26,3.224,1.9,39.25,2.024,1.738,163.9,215.8,1,0.6,39.1,34.2,85.7,96.3,2.5,40.2,1.1,142.6,56.9,62.3,45,44,0.7316,0.6203,10.32,20,0,119.2,114,131.5,96.7,4.7,2.6,20,0,100,8,42,56,25,60.03,76.3,44.12,43.73,21.32,77.36,148.3
666,40,42.5,42.5,39.99,39.9,80.17,79.9,85.04,84.8,82.97,50.38,42.39,42.75,33.04,14.07,221.1,-202.1,22.47,21.52,3.207,2.257,39.23,2.014,1.746,162.8,214.7,1,0.7,38.9,34,85.5,96.3,2.2,40.2,1.3,142.6,56.9,62,45,43,2.087,1.796,10.46,20,0,119.2,114.2,131.5,96.5,4.9,2.6,20,0,100,8,42,56,21,59.99,76.13,44.04,43.61,20.92,76.97,146.9
668,39,42.46,42.5,39.91,39.8,80.17,79.5,85.08,84.9,83.01,50.25,42.27,42.67,33.18,14.01,221.3,-202.1,22.81,21.13,3.568,1.887,40.38,1.986,1.771,162.1,214.4,1.3,0.3,38.5,33.7,85.2,95.8,1.5,40.1,1.6,142.6,57.1,62.1,46,44,3.912,3.354,10.32,20,0,119.2,114.2,130.5,95.8,5.5,2.7,0,2.069,100,22.07,42,56,20,60.03,76.42,43.67,43.57,20.52,85.62,146.6
670,39,44.26,45.3,40.44,40.5,76.4,74.9,83.07,82,81.78,55.9,44.36,44.72,45.58,8.858,176.8,-140,34.41,35.3,3.226,4.113,45.17,2.678,1.313,164,216,1.8,2.6,38.9,34,84.6,94.8,2.1,40.1,1.2,137.1,52.2,59.8,51,49,5.88,3.669,9.675,20,0,119.5,114.2,131,95,7.1,4.4,0,14.48,100,34.48,42,56,20,60.03,76.42,44.9,44.8,12.97,77.43,131.2
672,39,46.68,47.3,41.22,41,73.13,72.3,82.34,82.5,80.55,61.1,46.82,47.01,62.52,12.14,132,-81.6,48.75,50,1.738,2.984,55.21,3.105,1.132,162.9,214.3,3.6,4.9,37.4,32.7,87.4,99.8,9.7,40.4,2.8,126,38.6,66.9,64,61,6.795,3.091,8.323,20,0,119.2,114.2,130,96.3,10.3,6.3,0,26.9,100,46.9,42,56,20,60.07,75.48,47.19,47.09,18.9,41.72,101.2
674,39,49.09,50.3,41.42,41.9,70.06,68.7,82.58,81.5,80.26,66.26,48.9,49.59,84.34,15.62,94.25,-25.53,68.85,67.16,6.158,4.469,60.43,4.006,0.8777,161.6,215.4,4.8,5.7,36.9,32.4,87.2,99.3,12,40.2,3.1,116.9,29.5,67.4,70,67,5.967,2.012,7.715,20,0,118.5,114.2,129.5,96.8,12.8,8.4,60,30,100,70,44,56,42.21,60.11,71.42,55.83,51.64,33.14,35.24,46.44
676,39,51.39,51.9,42.69,42.5,69.24,69.5,82.95,83.2,79.77,67.12,50.46,51.56,91.72,21.27,84.59,-14.14,77.84,69.56,9.807,1.525,66.38,4.123,0.8528,160.5,214.8,5.6,6.7,37.1,32.4,89.6,104.2,13.2,40.7,3.4,113.6,24,71.8,77,74,17.57,5.448,7.045,20,0,118.1,114,131,97.8,13.8,9.2,60,30,100,70,44,56,42.54,60.03,70.77,59.47,55.4,47.53,57.81,28.52
678,39,52.16,52.5,43.06,42.9,70.38,70.4,84.84,84.9,81.29,68.31,51.2,52.38,96.21,23.62,86.39,-13.8,81.68,73.01,10.56,1.896,70.23,4.089,0.8599,159.8,215.3,5.7,6.6,37.2,32.5,91.5,107.2,13.7,40.7,3.3,114.2,22.5,74.7,81,78,19.13,5.654,6.677,20,0,116.9,113.3,131,98.1,14.5,9.6,60,30,100,70,44,56,49.86,59.99,71.1,60.17,56.26,51.04,64.88,24.74
680,39,52.29,52.4,42.77,42.5,70.83,70.9,85.94,86.1,81.86,68.64,51.28,52.42,101.1,27.31,88.48,-14.69,85.86,76.77,10.26,1.168,72.96,4.138,0.8497,160.6,216.6,5.1,6.4,37.4,32.7,92.5,109.2,13.8,40.5,3.1,114.7,22.2,76.5,86,82,19.4,5.458,6.317,20,0,116.2,112.4,131.5,98.6,15.2,9.9,60,30,100,70,44,56,55.18,59.95,69.95,59.97,56.26,65.53,66.48,21.24
682,39,51.88,51.9,42.12,41.7,70.87,70.8,86.43,86.3,82.02,68.56,50.91,51.92,103.7,29.38,89.74,-15.45,87.22,78.59,9.059,0.4252,75.14,4.081,0.8615,159.9,214.5,4.6,6.9,37.1,32.4,93.2,110.7,13.8,40.1,2.9,114.9,21.7,77.3,88,84,17.31,4.75,6.14,20,0,115.7,112.2,133,97.8,15.7,10.2,60,30,100,70,44,56,55.5,59.82,69.17,59.27,55.73,75.43,61.43,19.88
684,39,51.3,51.2,41.38,40.9,70.75,70.8,86.68,86.3,82.27,68.43,50.34,51.35,107,29.62,92.96,-15.58,89.42,80.72,9.135,0.4287,76.68,4.1,0.8575,161.3,216.3,4.3,6.7,36.7,32.1,93,110.2,14.4,39.1,2.4,114.7,21.9,78,90,86,14.87,3.951,5.964,20,0,115.3,111.8,131,98.4,15.5,10.3,70,30,100,70,44,56,55.83,59.82,69.46,58.45,55.12,73.79,65.75,21.24
686,39,50.81,50.8,40.81,40.4,70.83,70.6,86.96,86.6,82.43,68.43,49.85,50.98,107.4,30.18,93.24,-15.99,89.41,80.78,10.16,1.523,77.55,4.054,0.8673,159.8,214.5,3.7,6.9,36.7,32.1,93.2,110.7,14.6,38.7,2.2,114.9,21.5,79.1,91,87,14.19,3.756,5.877,20,0,114.7,111.1,133,100.4,16,10.4,70,30,100,70,44,56,56.15,59.74,69.38,57.88,54.58,75.18,74.01,21.36
688,39,50.49,50.3,40.44,40.2,70.67,70.4,86.88,86.5,82.39,68.27,49.56,50.61,108.4,30.02,94.43,-16.05,90.08,81.79,9.456,1.161,77.56,4.084,0.8609,160.5,215.2,3.6,6.7,36.5,31.9,93,110.7,14.7,38.4,1.9,114.7,21.7,79,91,87,13.16,3.452,5.877,20,0,114.2,110.9,131.5,99.1,16.1,10.2,70,30,100,70,44,56,51.47,59.7,69.38,57.39,54.13,74.48,69.78,21.48
690,39,50.2,50.3,40.19,39.9,70.67,70.4,86.76,86.6,82.43,68.19,49.36,50.37,108.2,29.08,95.76,-16.69,89.65,82.09,9.083,1.527,77.9,4.046,0.8689,161.3,215,3.9,6.6,36.2,31.6,93.2,110.7,15.1,38,1.7,114.7,21.5,78.8,91,87,12.83,3.375,5.877,20,0,114,110.5,131.5,99.1,16.3,10.2,80,30,100,70,44,56,51.79,59.66,69.62,57.47,53.97,70.07,62.32,23.02
