TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance (kW),Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB
39.0,49.99,50.1,40.03,39.9,66.04,65.8,75.34,75.0,73.02,65.9,49.11,50.21,104.1,25.99,79.74,-1.66,89.29,81.37,9.817,1.8940000000000001,64.92,4.836,0.7271,268.8,215.1,4.9,6.0,35.0,30.5,81.0,88.4,9.5,37.5,2.5,102.1,21.1,57.6,74.0,71.0,12.96,3.5410000000000004,7.327999999999999,20.0,0.0,108.8,107.1,132.5,101.1,9.1,10.2,70.0,0.0,100.0,100.0,57.0,56.0,85.59,59.05,63.19,57.06,53.77,150.4,71.54,-5.468999999999999
39.0,49.91,50.1,39.99,39.9,66.0,65.9,75.34,75.0,72.97,65.85,49.03,50.16,104.6,26.46,79.78,-1.661,89.32,81.36,10.23,2.271,64.6,4.861000000000001,0.7232,268.9,216.0,5.1,5.7,34.7,30.3,80.7,87.9,9.3,37.3,2.6,102.1,20.9,57.8,74.0,71.0,10.93,2.972,7.327999999999999,20.0,0.0,108.8,106.9,133.5,102.2,9.2,10.3,70.0,0.0,100.0,100.0,57.0,56.0,86.4,59.0,63.19,56.98,53.77,151.6,76.44,-5.301
40.0,49.91,49.8,39.91,40.1,66.0,66.1,75.25,74.9,72.93,65.77,48.99,50.08,101.3,25.4,78.41,-2.52,89.12,80.88,9.758,1.518,58.46,5.361000000000001,0.6559,262.8,213.8,4.2,5.2,36.0,31.4,80.1,86.9,8.6,37.7,1.5,102.3,22.0,55.5,67.0,64.0,15.68,4.404,8.015,20.0,0.0,108.6,106.5,133.5,101.6,8.7,9.6,40.22,0.0,100.0,50.0,48.0,56.0,78.0,58.96,63.11,56.28,53.64,147.0,88.77,-8.302
40.0,47.78,47.3,39.58,39.2,67.27,67.0,75.09,74.4,72.93,62.58,47.35,47.87,87.49,24.13,115.9,-52.51,73.42,69.54,4.6739999999999995,0.7923,52.07,4.958,0.7092,268.5,214.8,2.7,4.2,36.5,31.9,78.6,84.4,6.9,37.8,1.5,103.3,24.9,52.5,58.0,56.0,2.597,0.8443,8.86,20.0,0.0,108.6,106.5,133.0,100.8,7.4,8.1,41.56,0.0,100.0,50.0,48.0,56.0,78.0,59.05,63.23,49.93,49.38,138.3,112.2,107.4
40.0,47.37,47.5,40.48,40.4,65.72,65.1,72.47,71.5,70.68,61.19,47.14,47.63,75.5,19.99,106.1,-50.63,61.91,59.85,4.324,2.266,49.01,4.441,0.7916,268.3,215.5,5.0,4.2,35.6,30.9,75.3,79.4,5.5,38.5,3.3,104.1,28.8,48.8,55.0,53.0,1.226,0.4619,9.199,20.0,0.0,108.4,106.5,131.5,99.6,6.4,7.1,42.91,0.0,100.0,50.0,48.0,56.0,63.0,59.05,62.7,49.48,48.73,131.2,103.8,117.0
40.0,47.13,47.2,40.19,40.1,65.27,65.0,71.98,71.5,70.27,60.78,46.9,47.38,75.34,19.15,106.6,-50.37,62.24,60.19,4.32,2.2640000000000002,49.34,4.435,0.7927,269.4,215.4,3.9,4.3,36.0,31.4,75.7,80.4,6.3,38.5,2.5,103.5,27.8,49.0,56.0,54.0,3.283,1.239,9.084,20.0,0.0,108.2,106.3,131.0,99.1,6.6,7.3,44.25,0.0,100.0,50.0,48.0,56.0,63.0,59.0,62.87,49.36,48.52,119.0,103.7,117.2
40.0,46.88,46.8,39.91,39.9,65.18,64.8,71.77,71.4,70.23,60.61,46.61,47.09,73.65,17.24,107.5,-51.07,62.52,60.1,4.315,1.895,48.32,4.5489999999999995,0.7729,268.2,215.1,3.5,3.9,36.3,31.7,75.3,79.4,6.4,38.7,2.4,103.1,27.8,47.5,55.0,53.0,9.212,3.5580000000000003,9.199,20.0,0.0,108.2,106.3,132.5,99.9,6.4,7.0,45.59,0.0,100.0,50.0,48.0,56.0,60.0,59.0,62.95,49.12,48.28,104.9,103.6,118.2
40.0,46.84,46.8,39.95,39.8,64.94,64.7,71.53,71.2,70.07,60.57,46.57,47.05,73.76,16.34,106.3,-48.86,61.39,58.98,4.2860000000000005,1.882,48.29,4.47,0.7866,268.6,213.7,3.5,4.1,36.3,31.7,75.3,79.4,6.7,38.7,2.5,102.7,27.5,47.7,55.0,53.0,4.803999999999999,1.8530000000000002,9.199,20.0,0.0,108.0,106.1,131.5,98.8,6.4,7.0,46.93,0.0,100.0,50.0,48.0,56.0,60.0,59.05,62.99,49.2,48.28,99.49,102.9,119.5
40.0,46.88,47.0,40.07,39.9,64.94,64.7,71.41,71.1,69.94,60.53,46.65,47.09,72.25,16.31,105.2,-49.23,60.84,58.79,3.9339999999999997,1.8880000000000001,48.21,4.437,0.7924,268.1,214.4,3.9,4.2,36.0,31.4,75.3,79.4,6.6,38.9,2.7,102.8,27.8,47.5,54.0,52.0,8.089,3.1839999999999997,9.315,20.0,0.0,107.7,105.9,132.0,99.3,6.3,7.1,48.27,0.0,100.0,50.0,48.0,56.0,60.0,59.05,62.99,49.32,48.36,99.31,94.42,118.2
40.0,46.92,47.0,40.07,40.1,64.9,64.7,71.36,71.1,69.9,60.49,46.65,47.18,72.42,16.35,105.4,-49.34,61.29,58.87,4.672,2.2569999999999997,48.21,4.468999999999999,0.7867,268.7,214.6,3.9,4.2,36.2,31.6,75.3,79.4,6.4,38.5,2.5,103.1,27.5,48.0,54.0,52.0,9.078,3.565,9.315,20.0,0.0,107.7,105.9,132.5,100.1,6.4,7.1,49.61,0.0,100.0,50.0,48.0,56.0,60.0,59.05,62.99,49.4,48.4,99.54,112.1,118.6
40.0,46.96,47.0,40.15,39.9,64.86,64.7,71.41,71.1,69.9,60.53,46.69,47.18,73.31,16.8,104.9,-48.41,61.2,58.77,4.325,1.899,48.1,4.473,0.7859999999999999,268.6,215.6,3.9,3.9,36.2,31.6,75.0,78.9,6.4,38.7,2.5,103.1,28.1,47.3,55.0,53.0,5.5360000000000005,2.148,9.199,20.0,0.0,107.5,105.9,131.5,99.3,6.3,6.9,50.95,0.0,100.0,50.0,48.0,56.0,60.0,59.13,62.99,49.52,48.52,104.5,103.8,118.1
40.0,47.05,47.2,40.23,40.1,64.94,64.8,71.36,71.1,69.94,60.57,46.73,47.26,71.78,15.85,104.7,-48.76,61.17,58.38,4.69,1.8980000000000001,48.11,4.47,0.7865,268.1,215.5,3.9,4.2,36.2,31.6,75.7,79.4,7.0,38.7,2.5,103.1,27.1,48.0,54.0,52.0,10.8,4.2780000000000005,9.315,20.0,0.0,107.7,105.7,132.5,100.1,6.3,7.1,52.29,0.0,100.0,50.0,48.0,56.0,60.0,59.09,63.03,49.89,48.69,96.52,93.41,118.6
40.0,47.13,47.2,40.28,40.1,64.94,65.0,71.45,71.2,69.99,60.57,46.82,47.38,72.58,16.29,105.0,-48.68,61.32,58.53,5.039,2.2569999999999997,48.73,4.4239999999999995,0.7947,267.6,214.8,4.3,4.1,35.8,31.3,75.3,79.4,7.0,38.7,3.1,102.8,27.4,48.0,55.0,53.0,9.126,3.576,9.199,20.0,0.0,107.7,105.7,130.5,98.6,6.2,7.1,53.63,0.0,100.0,50.0,48.0,56.0,63.0,59.09,63.03,50.3,48.93,99.14,88.35,118.4
40.0,47.21,47.3,40.32,40.1,65.06,64.8,71.57,71.4,70.11,60.7,46.86,47.46,72.65,16.3,105.1,-48.73,61.66,58.51,5.404,2.2569999999999997,48.64,4.457,0.7889,267.9,214.7,4.0,3.9,36.2,31.6,75.3,79.4,6.4,38.9,3.3,103.1,27.8,48.0,55.0,53.0,9.998,3.9139999999999997,9.199,20.0,0.0,107.5,105.9,131.5,99.4,6.6,7.1,54.97,0.0,100.0,50.0,48.0,56.0,60.0,59.13,63.03,50.47,49.1,100.3,94.74,118.7
40.0,47.25,47.3,40.36,40.2,65.06,65.0,71.65,71.4,70.07,60.65,46.86,47.5,73.38,17.63,104.8,-49.06,61.62,58.11,5.766,2.255,48.77,4.442,0.7915,267.2,214.5,4.6,4.3,35.6,31.1,75.7,79.9,6.6,38.9,2.9,103.1,27.4,48.6,55.0,53.0,7.431,2.88,9.199,20.0,0.0,107.5,105.9,131.5,99.6,6.4,7.3,56.31,0.0,100.0,50.0,48.0,56.0,63.0,59.17,62.99,50.51,49.1,110.8,98.16,119.1
40.0,47.37,47.3,40.44,40.2,65.14,65.0,71.69,71.4,70.15,60.74,46.98,47.54,73.68,17.35,105.9,-49.57,62.07,58.55,5.042,1.526,48.82,4.47,0.7866,270.0,214.8,4.2,3.9,35.8,31.3,75.3,79.4,6.6,38.9,2.9,103.3,28.0,48.5,55.0,53.0,8.009,3.092,9.199,20.0,0.0,107.5,105.9,132.5,100.1,6.6,7.1,57.65,0.0,100.0,50.0,48.0,56.0,63.0,59.21,62.99,50.88,49.34,110.2,78.95,120.7
40.0,47.46,47.7,40.52,40.4,65.1,65.0,71.69,71.2,70.15,60.74,47.02,47.71,73.64,17.23,105.2,-48.78,62.59,58.68,6.193,2.2769999999999997,48.78,4.512,0.7792,268.2,216.6,4.4,4.3,36.2,31.4,76.0,80.4,7.1,38.9,2.9,103.1,27.3,48.5,55.0,53.0,9.935,3.8369999999999997,9.199,20.0,0.0,107.3,105.9,131.5,99.4,6.2,7.3,58.99,0.0,100.0,50.0,48.0,56.0,63.0,59.21,62.95,51.49,49.67,110.7,81.7,118.6
40.0,47.74,47.8,40.68,40.5,65.31,65.8,71.77,72.0,70.27,60.82,47.19,47.91,72.51,16.83,106.0,-50.32,62.9,57.94,6.479,1.518,49.29,4.487,0.7836,269.1,213.9,4.7,4.3,36.0,31.4,76.3,80.9,7.6,39.1,3.1,103.3,26.9,50.0,56.0,54.0,15.48,6.071000000000001,9.084,20.0,0.0,107.5,105.7,132.0,99.8,5.9,7.1,15.0,0.0,100.0,22.0,47.0,56.0,72.0,59.21,63.03,51.49,50.2,105.8,120.8,122.0
40.0,44.38,44.3,40.03,40.1,68.17,67.2,72.55,71.1,71.13,54.84,44.16,44.64,49.2,15.95,183.1,-149.8,38.92,36.87,4.302,2.255,38.15,3.5860000000000003,0.9804,269.6,214.5,3.2,2.4,36.9,32.2,73.5,76.5,2.6,39.6,2.7,109.2,35.5,44.3,44.0,42.0,1.9980000000000002,1.155,10.6,20.0,0.0,107.5,105.7,131.0,98.0,3.9,4.3,25.0,0.0,100.0,22.0,47.0,56.0,78.0,59.25,62.87,46.09,45.78,105.9,103.2,215.3
40.0,44.26,44.3,40.4,40.4,66.25,65.8,70.3,69.7,68.8,53.69,44.11,44.51,45.38,16.82,169.2,-140.6,34.22,32.91,3.5380000000000003,2.234,37.71,3.19,1.102,268.8,212.5,3.8,2.2,36.3,31.6,71.9,74.0,3.2,39.6,3.4,114.7,42.6,42.3,44.0,42.0,-1.548,-0.97,10.6,20.0,0.0,108.0,105.9,130.0,97.8,3.9,4.3,25.0,0.0,100.0,22.0,47.0,56.0,72.0,59.25,62.13,45.76,45.33,140.2,84.91,216.5
40.0,43.93,43.8,39.99,39.8,65.67,65.4,69.69,69.2,68.31,53.16,43.79,44.1,44.98,15.46,169.9,-140.3,35.27,33.95,2.839,1.5230000000000001,37.62,3.2960000000000003,1.067,269.2,214.5,3.3,2.5,36.5,31.9,72.2,74.0,4.4,39.4,2.9,114.7,42.5,42.3,43.0,41.0,3.458,2.186,10.74,20.0,0.0,108.0,105.9,129.0,96.0,4.1,4.0,25.0,0.0,100.0,22.0,47.0,56.0,67.0,59.29,62.13,45.39,44.96,130.8,68.13,215.4
40.0,43.69,43.8,40.07,39.9,65.31,65.0,69.03,68.7,67.86,52.96,43.58,43.94,41.57,13.1,166.3,-137.8,32.33,31.38,3.2039999999999997,2.254,36.25,3.135,1.121,267.9,214.5,3.0,2.3,37.2,32.5,70.9,72.5,3.7,39.8,2.7,115.1,44.1,41.1,42.0,40.0,3.7680000000000002,2.5780000000000003,10.89,20.0,0.0,108.4,106.1,129.0,95.3,3.7,3.7,25.0,0.0,100.0,22.0,47.0,56.0,63.0,59.29,62.13,45.14,44.76,110.8,76.89,217.3
40.0,43.77,43.9,40.11,39.9,65.06,65.0,68.78,68.6,67.65,52.83,43.66,43.98,41.74,12.7,166.1,-137.0,32.55,31.61,2.825,1.881,36.32,3.1510000000000002,1.1159999999999999,269.0,213.5,2.5,2.6,37.2,32.7,71.2,73.0,4.2,39.8,2.4,115.6,44.5,40.5,42.0,40.0,4.029,2.745,10.89,20.0,0.0,108.6,106.3,128.5,94.5,3.8,4.0,25.0,0.0,100.0,22.0,47.0,56.0,63.0,59.29,62.21,45.23,44.8,104.4,67.81,217.8
40.0,43.69,43.8,40.07,39.9,65.06,64.8,68.83,68.7,67.65,52.83,43.58,43.94,42.06,13.11,165.5,-136.6,32.53,31.58,3.2239999999999998,2.269,36.25,3.156,1.114,268.1,215.8,2.7,2.5,37.4,32.7,70.9,72.5,3.8,39.8,2.4,115.7,45.1,39.8,42.0,40.0,2.7439999999999998,1.8559999999999999,10.89,20.0,0.0,109.0,106.5,129.0,95.3,3.6,3.7,25.0,0.0,100.0,22.0,47.0,56.0,60.0,59.29,62.25,45.18,44.76,106.3,77.38,217.0
40.0,43.69,43.6,40.07,39.9,65.02,64.8,68.78,68.4,67.65,52.79,43.58,43.9,42.1,12.67,166.2,-136.7,31.98,31.04,2.8080000000000003,1.869,36.23,3.1039999999999996,1.133,268.4,212.1,2.7,2.8,37.2,32.5,71.2,73.0,4.5,39.8,2.6,115.7,44.5,39.8,42.0,40.0,0.645,0.4357,10.89,20.0,0.0,109.4,106.9,129.5,95.8,3.6,3.7,25.0,0.0,100.0,22.0,47.0,56.0,60.0,59.29,62.21,45.18,44.76,104.2,67.39,218.2
40.0,43.65,43.6,40.07,39.9,65.06,64.8,68.78,68.7,67.65,52.79,43.54,43.9,41.7,12.69,166.4,-137.4,31.91,30.96,3.198,2.251,36.28,3.092,1.137,268.8,214.1,2.5,2.5,37.4,32.7,71.2,73.0,4.4,39.8,2.6,115.6,44.5,39.5,42.0,40.0,1.851,1.263,10.89,20.0,0.0,109.4,107.1,128.5,96.3,3.9,3.9,25.0,0.0,100.0,22.0,47.0,56.0,60.0,59.33,62.29,45.14,44.72,102.9,76.75,218.7
40.0,43.61,43.8,40.03,39.9,65.02,64.8,68.74,68.6,67.61,52.75,43.5,43.9,41.72,12.69,166.4,-137.4,32.0,31.05,3.574,2.6239999999999997,36.27,3.103,1.133,268.8,214.7,2.7,2.3,37.2,32.5,70.9,72.5,4.1,39.8,2.4,116.0,45.1,40.1,42.0,40.0,2.113,1.4409999999999998,10.89,20.0,0.0,109.8,107.1,127.5,94.3,3.9,3.9,25.0,0.0,100.0,22.0,47.0,56.0,60.0,59.33,62.25,45.14,44.72,104.3,85.78,218.7
40.0,43.65,43.8,40.03,39.9,65.02,65.0,68.78,68.6,67.65,52.79,43.54,43.86,42.17,12.69,166.4,-136.9,32.4,31.45,2.844,1.893,36.26,3.142,1.119,268.8,215.0,2.7,2.3,37.2,32.5,70.9,72.5,4.9,39.8,2.6,115.7,45.1,40.3,42.0,40.0,1.933,1.304,10.89,20.0,0.0,110.1,107.1,128.5,95.0,3.8,3.9,25.0,0.0,100.0,22.0,47.0,56.0,63.0,59.33,62.29,45.14,44.72,102.9,68.25,218.0
40.0,43.65,43.8,40.07,39.9,65.02,65.0,68.74,68.6,67.65,52.79,43.54,43.9,41.79,12.25,166.7,-137.2,31.95,31.0,3.202,2.254,36.3,3.094,1.136,269.3,214.4,2.8,2.6,37.1,32.4,71.2,73.0,4.5,39.8,2.7,116.0,44.8,40.5,42.0,40.0,1.716,1.168,10.89,20.0,0.0,110.3,107.7,128.0,94.6,3.6,3.9,25.0,0.0,100.0,22.0,47.0,56.0,63.0,59.33,62.29,45.18,44.76,99.34,76.84,219.2
40.0,43.65,43.8,40.07,39.9,65.06,65.0,68.78,68.6,67.61,52.79,43.54,43.9,41.81,13.18,166.4,-137.7,31.85,30.9,3.1919999999999997,2.247,36.27,3.088,1.139,269.5,213.7,2.7,2.6,37.2,32.5,71.2,73.0,4.4,39.8,2.4,116.0,44.5,40.3,42.0,40.0,1.235,0.8399,10.89,20.0,0.0,110.3,107.5,130.5,97.0,3.8,3.9,25.0,0.0,100.0,22.0,47.0,56.0,63.0,59.37,62.29,45.14,44.72,108.4,76.61,219.4
40.0,43.69,43.6,40.07,39.9,65.06,65.0,68.78,68.4,67.65,52.79,43.54,43.9,41.79,12.71,166.8,-137.7,32.49,31.17,3.219,1.8980000000000001,36.27,3.1489999999999996,1.1159999999999999,269.3,215.5,2.9,2.8,37.2,32.5,71.2,73.0,4.4,39.8,2.6,115.7,44.5,39.5,42.0,40.0,3.5580000000000003,2.421,10.89,20.0,0.0,110.5,107.7,128.5,94.8,3.6,3.5,25.0,0.0,100.0,22.0,47.0,56.0,63.0,59.41,62.33,45.14,44.76,104.5,77.26,219.0
40.0,43.69,43.8,40.07,39.9,65.1,64.8,68.78,68.6,67.65,52.83,43.58,43.9,41.41,12.74,166.6,-137.9,32.31,31.36,2.8369999999999997,1.8880000000000001,36.32,3.128,1.124,269.8,214.3,2.9,2.6,37.2,32.5,71.2,73.0,4.8,39.8,2.4,116.2,44.8,40.6,42.0,40.0,4.33,2.975,10.89,20.0,0.0,110.5,108.0,130.5,95.8,3.6,3.9,25.0,0.0,100.0,22.0,47.0,56.0,60.0,59.41,62.37,45.23,44.76,103.3,68.08,219.0
40.0,43.69,43.9,40.07,39.9,65.02,63.7,68.78,67.9,67.69,52.83,43.58,43.94,42.27,12.26,166.8,-136.8,32.48,31.53,3.219,2.265,36.0,3.173,1.1079999999999999,269.5,215.5,2.8,2.4,37.1,32.4,70.3,71.5,3.1,39.8,2.6,116.0,45.7,37.5,42.0,40.0,1.584,1.0659999999999998,10.89,20.0,0.0,110.7,108.2,129.5,95.5,4.2,3.8,0.0,0.0,100.0,53.45,48.55,56.0,30.0,59.46,62.37,44.98,44.76,100.8,77.26,218.5
40.0,47.41,48.5,41.83,41.4,61.66,61.6,66.98,67.9,66.22,59.63,47.55,47.87,59.74,8.581,73.97,-22.81,49.86,51.1,2.835,4.082,48.28,3.6310000000000002,0.9684,269.5,214.3,5.2,4.9,35.8,31.3,72.8,75.5,7.7,40.1,4.1,110.5,37.7,44.6,54.0,52.0,13.53,6.439,9.315,20.0,0.0,110.9,108.2,130.5,97.8,6.2,7.3,0.0,0.0,100.0,74.14,51.86,56.0,30.0,59.41,63.44,47.97,47.83,51.17,68.05,83.31
40.0,48.48,49.0,41.22,41.2,63.01,63.3,69.69,69.8,69.0,62.82,48.54,48.73,74.03,7.572,68.56,-2.1,65.37,65.88,1.7519999999999998,2.27,48.57,4.732,0.7431,266.3,216.0,4.7,4.4,36.7,32.1,74.4,78.0,7.7,39.8,3.1,103.3,28.7,45.9,54.0,52.0,18.11,6.956,9.315,20.0,0.0,110.5,108.2,132.0,99.0,6.5,7.6,0.0,0.0,100.0,94.83,55.17,56.0,30.0,59.46,65.32,48.95,48.89,30.97,42.05,10.39
40.0,49.58,50.0,41.75,41.4,64.32,64.7,71.41,72.2,70.56,64.3,49.6,49.8,79.1,9.453,69.93,-0.2846,70.25,70.39,1.746,1.895,55.02,4.489,0.7833,268.1,215.2,4.9,5.0,36.5,31.9,77.3,82.4,7.9,39.8,3.5,102.7,25.4,50.7,61.0,59.0,23.89,8.589,8.533999999999999,20.0,0.0,110.3,108.0,131.0,98.3,7.5,8.6,0.0,0.0,100.0,100.0,56.0,56.0,30.0,59.5,66.26,50.06,50.0,33.52,41.9,-1.77
40.0,50.16,50.4,41.91,41.9,65.88,66.1,73.25,73.6,72.48,65.81,50.22,50.41,82.08,8.515,74.3,-0.7401,74.17,74.69,1.751,2.27,54.84,4.756,0.7393,267.4,215.9,4.6,5.0,37.4,32.7,78.6,84.4,8.2,40.1,2.9,102.7,24.2,51.9,63.0,60.0,27.04,9.369,8.427999999999999,20.0,0.0,110.1,108.0,133.5,100.0,7.4,8.4,0.0,0.0,100.0,100.0,56.0,56.0,30.0,59.54,67.62,50.67,50.53,25.3,42.03,-1.391
40.0,51.18,51.6,43.06,44.8,66.7,66.8,73.86,69.5,73.22,66.59,51.2,51.39,79.65,7.132999999999999,73.71,-1.193,72.64,72.78,1.7409999999999999,1.89,1.6800000000000002e-45,255.4,2.3199999999999997e-47,266.9,214.6,0.0,0.0,46.8,42.1,67.4,67.5,0.0,43.4,0.0,104.3,37.1,25.3,0.0,0.0,-24.66,-8.807,23.27,25.0,0.0,109.6,108.0,112.2,71.7,2.8,6.1,0.0,0.0,100.0,100.0,56.0,56.0,30.0,59.58,68.15,51.57,51.51,19.98,41.79,3.3560000000000003
40.0,56.05,57.7,55.26,56.9,61.54,60.2,62.6,60.2,62.78,60.86,56.36,56.59,11.94,1.992,21.57,-7.644,7.105,9.824,2.112,4.83,1.6800000000000002e-45,24.98,2.37e-46,269.6,215.1,0.7,0.7,56.2,52.8,60.9,58.6,0.0,56.6,0.2,105.9,45.0,5.6,0.0,0.0,-16.99,-40.48,23.27,6.0,0.0,109.2,107.5,49.2,0.0,0.0,0.8,0.0,0.0,100.0,100.0,56.0,56.0,30.0,59.62,61.92,56.49,56.26,20.74,50.68,146.8
40.0,58.51,59.1,58.37,58.6,59.7,59.4,60.23,59.6,60.04,59.51,58.57,58.68,5.999,2.162,5.978,-2.141,1.2409999999999999,1.761,1.018,1.538,1.6800000000000002e-45,4.364,1.36e-45,271.5,216.5,0.5,0.5,58.1,55.1,60.1,57.6,0.0,62.8,4.3,104.3,44.2,2.0,0.0,0.0,-16.73,-79.31,23.27,6.0,0.0,108.4,107.5,51.2,0.0,0.0,0.3,0.0,0.0,100.0,100.0,56.0,56.0,30.0,59.66,59.92,58.86,58.72,51.89,24.42,229.2
40.0,59.12,59.6,59.07,59.1,59.61,59.6,59.94,59.7,59.87,59.55,59.22,59.29,5.25e-47,1.0999999999999999e-47,5.22e-47,-1.0699999999999997e-47,7.19e-48,1.99e-47,9.269999999999999e-48,2.1999999999999997e-47,1.6800000000000002e-45,2.53e-47,1.6800000000000002e-45,3.869999999999999e-45,3.0999999999999995e-45,0.3,0.2,58.8,55.9,60.1,57.1,0.0,70.6,11.8,102.3,42.2,1.2,0.0,0.0,0.0,0.0,23.27,6.0,0.0,107.1,106.7,51.7,0.0,0.1,0.5,0.0,0.0,100.0,100.0,56.0,56.0,0.0,59.74,59.75,59.27,59.33,2.64e-46,2.23e-46,3.3899999999999994e-45
50.0,63.67,63.7,64.64,64.5,65.55,65.4,66.45,66.4,69.0,71.38,67.41,68.06,1.45e-46,4.11e-46,3.83e-46,9.4e-46,1.25e-46,3.58e-46,8.319999999999999e-47,5.66e-46,1.6800000000000002e-45,4.39e-46,1.6800000000000002e-45,3.869999999999999e-45,3.0999999999999995e-45,0.0,0.0,64.5,63.6,64.1,63.1,0.0,82.3,17.6,72.2,8.1,0.0,0.0,0.0,0.0,0.0,23.27,1.0,29.0,109.4,87.3,59.1,0.0,1.0,0.0,0.0,0.0,100.0,100.0,45.0,56.0,0.0,67.6,71.75,69.14,72.19,2.3800000000000004e-45,6.54e-46,2.55e-46
50.0,66.54,67.0,66.52,66.7,66.7,66.2,66.86,66.7,66.87,66.92,66.76,66.99,1.081,0.09086,0.2985,1.47,0.1316,2.121,2.1180000000000003,4.1080000000000005,1.6800000000000002e-45,0.4629,1.6800000000000002e-45,160.2,215.7,0.2,0.0,66.4,66.1,66.3,66.0,0.0,83.3,17.0,72.2,5.7,0.0,0.0,0.0,-0.2833,-7.456,23.27,6.0,0.0,107.3,87.5,61.6,0.0,0.5,0.5,0.0,0.0,100.0,100.0,45.0,56.0,30.0,62.57,66.22,67.38,67.44,0.5965,50.83,109.3
50.0,66.58,66.7,66.56,66.4,66.08,65.6,66.29,65.8,65.65,65.9,66.59,66.71,1.351,4.273,1.662,-1.26,0.133,0.2822,1.016,1.165,1.6800000000000002e-45,0.4675,1.6800000000000002e-45,159.9,216.1,0.6,0.0,65.8,65.3,65.2,65.1,0.0,79.1,13.3,72.7,7.5,0.0,0.0,0.0,-1.234,-25.99,23.27,6.0,0.0,105.5,87.3,60.6,0.0,0.1,0.3,0.0,0.0,100.0,100.0,45.0,56.0,30.0,59.21,63.07,66.89,66.91,26.56,24.38,153.1
50.0,66.17,66.2,66.23,65.9,65.43,65.0,65.63,65.3,65.03,65.28,66.06,66.21,1.371,4.058,1.686,-1.002,0.6039,-1.557,1.382,0.4281,1.6800000000000002e-45,2.123,1.6800000000000002e-45,162.2,215.7,1.1,0.0,65.0,64.3,64.9,64.1,0.0,77.8,12.7,73.5,8.3,0.0,0.0,0.0,-1.3030000000000002,-27.04,23.27,15.0,0.0,106.7,87.5,123.1,57.8,0.2,0.1,0.0,0.0,100.0,100.0,45.0,56.0,30.0,58.76,62.5,66.39,66.38,26.06,33.16,124.8
49.0,64.94,64.2,62.79,61.7,66.13,66.8,70.01,71.4,67.86,66.18,64.75,64.82,26.02,14.43,11.21,0.37799999999999995,19.3,17.61,0.6474,-1.047,36.28,1.871,1.88,160.6,216.1,5.3,2.1,56.4,53.0,73.5,76.5,1.4,64.0,7.8,104.9,32.4,23.8,46.0,44.0,12.68,13.87,10.32,20.0,0.0,106.5,88.2,134.0,79.5,4.9,2.5,60.0,90.0,100.0,59.49,42.97,56.0,20.0,58.64,63.97,65.12,65.15,64.92,15.54,-91.73
49.0,63.79,63.6,58.54,57.2,69.89,71.5,77.3,80.5,74.65,68.19,62.58,63.84,49.72,17.77,43.38,-11.44,47.27,36.37,11.33,0.4279,49.29,3.372,1.043,161.0,215.9,6.7,3.3,50.4,45.9,83.8,93.3,12.0,57.9,7.5,121.2,37.4,48.0,60.0,58.0,40.7,23.28,8.641,20.0,0.0,106.1,90.5,133.5,87.1,9.0,6.4,60.0,90.0,100.0,56.44,42.76,56.0,20.0,58.6,69.46,75.07,68.75,39.26,42.99,26.02
49.0,62.77,62.5,55.26,54.5,75.54,77.3,86.1,89.0,83.17,71.63,61.19,62.86,71.35,19.82,77.98,-26.45,67.38,53.19,14.98,0.7945,61.09,3.878,0.9067,162.1,215.4,7.1,3.5,47.6,42.9,92.5,109.2,12.2,53.8,6.4,120.9,28.2,67.0,73.0,70.0,47.1,18.77,7.4239999999999995,20.0,0.0,106.7,93.2,136.0,92.0,11.5,8.0,60.0,90.0,100.0,53.39,42.56,56.0,20.0,58.6,76.13,74.21,68.34,27.13,61.2,51.54
49.0,62.4,62.6,54.03,53.9,80.25,81.5,92.45,94.6,89.68,74.49,60.94,62.57,81.56,18.52,101.5,-38.49,75.66,62.48,14.72,1.541,68.95,3.858,0.9113,160.4,217.0,7.6,3.6,46.4,41.6,98.2,120.6,12.6,52.0,5.7,123.7,25.5,78.5,82.0,79.0,48.21,16.81,6.586,20.0,0.0,107.7,96.1,137.5,94.8,13.1,8.7,60.0,90.0,100.0,50.34,42.36,56.0,20.0,58.6,81.62,73.56,67.81,19.31,61.43,61.71
